qid,question,topic_key,topic,gold_row_no,gold_chroma_id,gold_title,linh_vuc,variant,difficulty,in_scope,oos_kind,chosen_tool,expected,hit
Q0187,hồ sơ hỗ trợ chi phí mai táng gồm những gì,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0188,hỗ trợ chi phí mai táng nộp ở đâu,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0189,hỗ trợ chi phí mai táng cần giấy tờ gì,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0190,hỗ trợ chi phí mai táng lệ phí bao nhiêu,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0191,ho tro chi phi mai tang can giay to gi,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,no_diacritics,hard,1,,search_web,get_procedure|search_procedures,0
Q0192,ng hưởng trợ cấp hưu trí xã hội qua đời thì gia đình nhận hỗ trợ tn,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0193,"Mẹ tôi đang hưởng trợ cấp bảo trợ xã hội vừa mất, có được hỗ trợ mai tng không",mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0194,hỗ trợ chi phí mai táng phí,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0195,cho em hỏi người hưởng trợ cấp hưu trí xã hội qua đời thì gia đình nhận hỗ trợ thế nào ?,mai_tang,hỗ trợ chi phí mai táng,15;19,14;18,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội | Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội,Văn hóa - Xã hội,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0196,"Bà tôi 82 tuổi, muốn làm hồ sơ hưởng trợ cấp xã hội hàng tháng",tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0197,Tôi muốn điều chỉnh mức trợ cấp bảo trợ xã hội đang nhận,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0198,trợ cấp xã hội hàng tháng lệ phí bao nhiêu,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0199,trợ cấp xã hội hàng tháng làm online được không,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0200,trợ cấp xã hội hàng tháng mất bao lâu,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0201,hồ sơ trợ cấp xã hội hàng tháng gồm những gì,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0202,trợ cấp xã hội hàng tháng có mất phí không,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0203,trợ cấp xã hội hàng tháng cần giấy tờ gì,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0204,trợ cấp xã hội hàng tháng nộp ở đâu,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0205,trợ cấp xã hội hàng tháng bao nhiêu ngày thì xong,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0206,tro cap xa hoi hang thang can giay to gi,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,no_diacritics,hard,1,,search_web,get_procedure|search_procedures,0
Q0207,"bà t 82 tuổi, muốn làm hs hưởng trợ cấp xã hội hàng tháng",tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0208,"Bà tôi 82 tuổi, muốn làm hồ sơ hưởng trợ cấp xãã hội hàng tháng",tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0209,trợ cấp xã hội hàng tháng cần gì,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0210,trợ cấp xã hội hàng tháng cần giấy tờ gì với ạ,tro_cap_xa_hoi,trợ cấp xã hội hàng tháng,16,15,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng",Văn hóa - Xã hội,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0211,"Ba tôi là thương binh vừa mất, gia đình được hưởng chế độ gì",nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0212,Người có công đang hưởng trợ cấp mà qua đời thì báo ở đâu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0213,trợ cấp khi người có công từ trần cần giấy tờ gì,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0214,trợ cấp khi người có công từ trần làm online được không,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0215,trợ cấp khi người có công từ trần mất bao lâu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0216,trợ cấp khi người có công từ trần bao nhiêu ngày thì xong,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0217,trợ cấp khi người có công từ trần có mất phí không,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0218,trợ cấp khi người có công từ trần nộp ở đâu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0219,hồ sơ trợ cấp khi người có công từ trần gồm những gì,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0220,trợ cấp khi người có công từ trần lệ phí bao nhiêu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0221,tro cap khi nguoi co cong tu tran can giay to gi,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0222,ng có công đang hưởng trợ cấp mà qua đời thì báo ở đâu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0223,Người có công đanghưởng trợ cấp mà qua đời thì báo ở đâu,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0224,trợ cấp khi người có công từ trần,nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0225,"ba tôi là thương binh vừa mất, gia đình được hưởng chế độ gì vs ạ",nguoi_co_cong_tu_tran,trợ cấp khi người có công từ trần,17,16,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,Văn hóa - Xã hội,colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0226,"Tôi đủ tuổi nhưng không có lương hưu, nghe nói có trợ cấp hưu trí xã hội",huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0227,Thủ tục xin hưởng trợ cấp hưu trí xã hội gồm những gì,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0228,trợ cấp hưu trí xã hội có mất phí không,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0229,hồ sơ trợ cấp hưu trí xã hội gồm những gì,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0230,trợ cấp hưu trí xã hội bao nhiêu ngày thì xong,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0231,trợ cấp hưu trí xã hội lệ phí bao nhiêu,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0232,trợ cấp hưu trí xã hội cần giấy tờ gì,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0233,trợ cấp hưu trí xã hội nộp ở đâu,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0234,trợ cấp hưu trí xã hội mất bao lâu,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0235,trợ cấp hưu trí xã hội làm online được không,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0236,tro cap huu tri xa hoi can giay to gi,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,no_diacritics,hard,1,,search_web,get_procedure|search_procedures,0
Q0237,"t đủ tuổi nhưng ko có lương hưu, nghe nói có trợ cấp hưu trí xã hội",huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0238,Thủ tục xin hưởng trợ cấp hưu tríxã hội gồm những gì,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0239,trợ cấp hưu trí xã hội cần gì,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0240,anh chị ơi thủ tục xin hưởng trợ cấp hưu trí xã hội gồm những gì ạ,huu_tri_xa_hoi,trợ cấp hưu trí xã hội,18,17,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội",Văn hóa - Xã hội,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0241,Con liệt sĩ đang học đại học có được hỗ trợ học phí không,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0242,Xin chế độ hỗ trợ đi học cho con người có công làm ở đâu,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0243,hỗ trợ chi phí học đến đại học nộp ở đâu,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0244,hỗ trợ chi phí học đến đại học bao nhiêu ngày thì xong,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0245,hỗ trợ chi phí học đến đại học làm online được không,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0246,hỗ trợ chi phí học đến đại học cần giấy tờ gì,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0247,hồ sơ hỗ trợ chi phí học đến đại học gồm những gì,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0248,hỗ trợ chi phí học đến đại học lệ phí bao nhiêu,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0249,hỗ trợ chi phí học đến đại học mất bao lâu,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0250,hỗ trợ chi phí học đến đại học có mất phí không,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0251,Con liet si dang hoc dai hoc co duoc ho tro hoc phi khong,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0252,hỗ trợ chi phí học đến đại học cần gt j,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0253,Xin chế độộ hỗ trợ đi học cho con người có công làm ở đâu,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0254,hỗ trợ chi phí học đến đại học,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0255,cho em hỏi con liệt sĩ đang học đại học có được hỗ trợ học phí không v,ho_tro_hoc_dai_hoc,hỗ trợ chi phí học đến đại học,20,19,Giải quyết chế độ hỗ trợ để theo học đến trình độ đại học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân,Văn hóa - Xã hội,colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0256,"Ông tôi tham gia kháng chiến chống Mỹ, giờ làm chế độ được không",khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,situational,hard,1,,none,get_procedure|search_procedures,0
Q0257,Hồ sơ hưởng chế độ người hoạt động kháng chiến gồm giấy tờ gì,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0258,chế độ người hoạt động kháng chiến mất bao lâu,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0259,chế độ người hoạt động kháng chiến bao nhiêu ngày thì xong,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0260,hồ sơ chế độ người hoạt động kháng chiến gồm những gì,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0261,chế độ người hoạt động kháng chiến có mất phí không,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0262,chế độ người hoạt động kháng chiến cần giấy tờ gì,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0263,chế độ người hoạt động kháng chiến lệ phí bao nhiêu,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0264,chế độ người hoạt động kháng chiến nộp ở đâu,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0265,chế độ người hoạt động kháng chiến làm online được không,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,facet_online,easy,1,,none,get_procedure|search_procedures,0
Q0266,che do nguoi hoat dong khang chien can giay to gi,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0267,"ông t tham gia kháng chiến chống mỹ, giờ làm chế độ dc ko",khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0268,chế độ người hoạt độngg kháng chiến cần giấy tờ gì,khang_chien,chế độ người hoạt động kháng chiến,22,21,"Giải quyết chế độ người hoạt động kháng chiến giải phóng dân tộc, bảo vệ tổ quốc và làm nghĩa vụ quốc tế",Văn hóa - Xã hội,typo,hard,1,,search_procedures,get_procedure|search_procedures,1
