Index,Name
222,Quyết định xác lập quyền sở hữu toàn dân đối với tài sản là di sản không có người thừa kế
223,Giao tài sản kết cấu hạ tầng thủy lợi
224,"Thanh lý tài sản kết cấu hạ tầng thủy lợi; xử lý tài sản kết cấu hạ tầng thủy lợi trong trường hợp bị mất, hủy hoại"
225,"Kê khai, thẩm định tờ khai phí bảo vệ môi trường đối với nước thải"
226,"Thủ tục khai, nộp phí bảo vệ môi trường đối với khí thải"
227,"Khấu trừ kinh phí bồi thường, hỗ trợ, tái định cư"
228,"Cấp bản sao trích lục hộ tịch , bản sao giấy khai sinh"
229,Thủ tục xác nhận thông tin hộ tịch
230,Thủ tục Đăng ký khai sinh có yếu tố nước ngoài.
231,Thủ tục Đăng ký kết hôn có yếu tố nước ngoài
232,Thủ tục Đăng ký khai tử có yếu tố nước ngoài
233,"Thủ tục Đăng ký nhận cha, mẹ, con có yếu tố nước ngoài"
234,"Thủ tục Đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài."
235,Thủ tục Đăng ký giám hộ có yếu tố nước ngoài
236,Thủ tục Đăng ký chấm dứt giám hộ có yếu tố nước ngoài
237,"Thủ tục Thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc"
238,Thủ tục Ghi vào sổ hộ tịch việc kết hôn của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài.
239,"Thủ tục Ghi vào sổ hộ tịch việc ly hôn, hủy việc kết hôn của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài"
240,Thủ tục Đăng ký lại khai sinh có yếu tố nước ngoài
241,"Thủ tục Đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân"
242,Thủ tục Đăng ký lại kết hôn có yếu tố nước ngoài
243,Thủ tục Đăng ký lại khai tử có yếu tố nước ngoài
244,"Thủ tục Ghi vào sổ hộ tịch việc hộ tịch khác của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài (khai sinh; giám hộ; nhận cha, mẹ, con; xác định cha, mẹ, con; khai tử; thay đổi hộ tịch)"
245,Thủ tục Đăng ký khai sinh.
246,Thủ tục Đăng ký khai tử
247,Thủ tục Đăng ký kết hôn
248,"Thủ tục Đăng ký nhận cha, mẹ, con"
249,"Thủ tục Đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con"
250,Thủ tục Đăng ký lại khai sinh
251,Thủ tục Đăng ký lại khai tử
252,Thủ tục Đăng ký lại kết hôn
253,Thủ tục Đăng ký khai sinh lưu động
254,Thủ tục Đăng ký khai tử lưu động
255,Thủ tục Đăng ký kết hôn lưu động
256,"Thủ tục Đăng ký khai sinh cho người đã có hồ sơ, giấy tờ cá nhân"
257,Thủ tục Đăng ký giám hộ
258,Thủ tục Đăng ký chấm dứt giám hộ
259,Thủ tục Đăng ký giám sát việc giám hộ
260,Thủ tục Đăng ký chấm dứt giám sát việc giám hộ
261,"Thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định hộ tịch"
262,Thủ tục Cấp giấy xác nhận tình trạng hôn nhân
263,Thủ tục Đăng ký khai sinh cho trẻ em sinh ra do mang thai hộ
264,Ghi vào Sổ đăng ký nuôi con nuôi việc nuôi con nuôi đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài
265,Đăng ký việc nuôi con nuôi trong nước
266,Đăng ký lại việc nuôi con nuôi trong nước
267,Thủ tục Giải quyết yêu cầu bồi thường tại cơ quan trực tiếp quản lý người thi hành công vụ gây thiệt hại
268,Thủ tục Bầu hòa giải viên
269,Thủ tục Thôi làm hòa giải viên
270,Thủ tục Bầu Tổ trưởng Tổ hòa giải
271,Thủ tục Thanh toán thù lao cho hòa giải viên
272,"Thủ tục thực hiện hỗ trợ khi hòa giải viên gặp tai nạn hoặc rủi ro ảnh hưởng đến sức khỏe, tính mạng trong khi thực hiện hoạt động hòa giải"
273,Chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật của Ủy ban nhân dân cấp xã
274,Thủ tục chứng thực chữ ký người dịch mà người dịch là cộng tác viên dịch thuật của Ủy ban nhân dân cấp xã
275,Chứng thực di chúc
276,Thủ tục chứng thực văn bản từ chối nhận di sản
277,Cấp bản sao từ sổ gốc
278,"Chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan, tổ chức có thẩm quyền ở Việt Nam; cơ quan, tổ chức có thẩm quyền của nước ngoài; cơ quan, tổ chức có thẩm quyền của Việt Nam liên kết với cơ quan, tổ chức có thẩm quyền của nước ngoài cấp hoặc chứng nhận"
279,"Chứng thực chữ ký trong các giấy tờ, văn bản (áp dụng cho cả trường hợp chứng thực điểm chỉ và trường hợp người yêu cầu chứng thực không thể ký, không thể điểm chỉ được)"
280,"Chứng thực việc sửa đổi, bổ sung, hủy bỏ hợp đồng, giao dịch"
281,"Sửa lỗi sai sót trong hợp đồng, giao dịch"
282,"Cấp bản sao có chứng thực từ bản chính hợp đồng, giao dịch đã được chứng thực"
283,"Chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản, quyền sử dụng đất, nhà ở"
284,"Chứng thực văn bản khai nhận di sản mà di sản là động sản, quyền sử dụng đất, nhà ở"
285,Thủ tục thông báo tổ chức lễ hội cấp xã
286,Thủ tục tiếp nhận hồ sơ đăng ký lễ hội quy mô cấp xã
287,thủ tục công nhận câu lạc bộ thể thao cơ sở (thẩm quyền CT UBND cấp xã)
288,Cấm tiếp xúc theo Quyết định của Chủ tịch Ủy ban nhân dân cấp xã (Chủ tịch Ủy ban nhân dân cấp huyện đối với địa phương không tổ chức chính quyền cấp xã)
289,Thủ tục Hủy bỏ Quyết định cấm tiếp xúc
290,Cấp giấy chứng nhận đủ điều kiện hoạt động điểm cung cấp dịch vụ trò chơi điện tử công cộng
291,"Sửa đổi, bổ sung giấy chứng nhận đủ điều kiện hoạt động điểm cung cấp dịch vụ trò chơi điện tử công cộng"
292,Gia hạn giấy chứng nhận đủ điều kiện hoạt động điểm cung cấp dịch vụ trò chơi điện tử công cộng
293,Cấp lại giấy chứng nhận đủ điều kiện hoạt động điểm cung cấp dịch vụ trò chơi điện tử công cộng
294,Công nhận Ban quản trị nhà chung cư
295,Thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở/thiết kế xây dựng triển khai sau thiết kế cơ sở điều chỉnh
296,Thẩm định Báo cáo nghiên cứu khả thi đầu tư xây dựng/ Báo cáo nghiên cứu khả thi đầu tư xây dựng điều chỉnh
297,"Cấp giấy phép xây dựng mới đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
298,"Cấp giấy phép xây dựng sửa chữa, cải tạo đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
299,"Cấp giấy phép di dời đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
300,"Cấp điều chỉnh giấy phép xây dựng đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
301,"Gia hạn giấy phép xây dựng đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
302,"Cấp lại giấy phép xây dựng đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và Nhà ở riêng lẻ"
303,Cung cấp thông tin về quy hoạch xây dựng thuộc thẩm quyền của UBND cấp huyện
304,"Thẩm định nhiệm vụ, nhiệm vụ điều chỉnh quy hoạch chi tiết của dự án đầu tư xây dựng công trình theo hình thức kinh doanh thuộc thẩm quyền phê duyệt của UBND cấp huyện"
305,"Thẩm định đồ án, đồ án điều chỉnh quy hoạch chi tiết của dự án đầu tư xây dựng công trình theo hình thức kinh doanh thuộc thẩm quyền phê duyệt của UBND cấp huyện"
306,Đăng ký phương tiện lần đầu đối với phương tiện chưa khai thác trên đường thủy nội địa.
307,Đăng ký phương tiện lần đầu đối với phương tiện đang khai thác trên đường thủy nội địa
308,Đăng ký lại phương tiện trong trường hợp chuyển từ cơ quan đăng ký khác sang cơ quan đăng ký phương tiện thủy nội địa
309,"Đăng ký lại phương tiện trong trường hợp phương tiện thay đổi tên, tính năng kỹ thuật"
310,Đăng ký lại phương tiện trong trường hợp chuyển quyền sở hữu phương tiện nhưng không thay đổi cơ quan đăng ký phương tiện
311,Đăng ký lại phương tiện trong trường hợp chuyển quyền sở hữu phương tiện đồng thời thay đổi cơ quan đăng ký phương tiện
312,Đăng ký lại phương tiện trong trường hợp chủ phương tiện thay đổi trụ sở hoặc nơi đăng ký hộ khẩu thường trú của chủ phương tiện sang đơn vị hành chính cấp tỉnh khác
313,"Cấp lại Giấy chứng nhận đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước"
314,"Xóa đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước"
315,"Đổi tên cảng, bến thủy nội địa, khu neo đậu"
316,"Gia hạn hoạt động cảng, bến thủy nội địa"
317,Thỏa thuận nâng cấp bến thủy nội địa thành cảng thủy nội địa
318,"Công bố đóng cảng, bến thủy nội địa"
319,Xác nhận trình báo đường thủy nội địa hoặc trình báo đường thủy nội địa bổ sung
320,"Đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước lần đầu"
321,"Đăng ký lại phương tiện hoạt động vui chơi, giải trí dưới nước"
322,"Cấp lại Giấy chứng nhận đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước"
323,"Xóa đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước"
324,Thỏa thuận thông số kỹ thuật xây dựng bến thủy nội địa
325,"Thỏa thuận thông số kỹ thuật xây dựng bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính"
326,Công bố hoạt động bến thủy nội địa
327,"Công bố hoạt động bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính"
328,Công bố lại hoạt động bến thủy nội địa
329,"Công bố mở, cho phép hoạt động tại vùng nước khác không thuộc vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải, được đánh dấu, xác định vị trí bằng phao hoặc cờ hiệu có màu sắc dễ quan sát"
330,"Đóng, không cho phép hoạt động tại vùng nước khác không thuộc vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải, được đánh dấu, xác định vị trí bằng phao hoặc cờ hiệu có màu sắc dễ quan sát"
331,Chấp thuận vị trí đấu nối tạm vào đường bộ đang khai thác
332,Cấp Giấy phép nhập khẩu pháo hiệu hàng hải
333,"Chấp thuận vị trí, quy mô, kích thước, phương án tổ chức thi công biển quảng cáo, biển thông tin cổ động, tuyên truyền chính trị; chấp thuận xây dựng, lắp đặt công trình hạ tầng, công trình hạ tầng kỹ thuật sử dụng chung trong phạm vi bảo vệ kết cấu hạ tầng đường bộ; chấp thuận gia cường công trình đường bộ khi cần thiết để cho phép xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích lưu hành trên đường bộ"
334,"Cấp phép sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác"
335,"Cấp giấy chứng sinh đối với trường hợp trẻ được sinh ra ngoài cơ sở khám bệnh, chữa bệnh nhưng được cán bộ y tế hoặc cô đỡ thôn bản đỡ đẻ."
336,Đăng ký hoạt động đối với cơ sở trợ giúp xã hội dưới 10 đối tượng có hoàn cảnh khó khăn
337,Thủ tục hỗ trợ chi phí khuyến khích hỏa táng (TTHC đặc thù của TP do UBNDTP công bố)
338,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội
339,"Xác định, xác định lại mức độ khuyết tật và cấp giấy xác nhận khuyết tật"
340,"Cấp đổi, cấp lại giấy xác nhận khuyết tật"
341,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp xã hội hàng tháng, hỗ trợ kinh phí chăm sóc, nuôi dưỡng hàng tháng"
342,Tiếp nhận đối tượng bảo trợ xã hội có hoàn cảnh đặc biệt khó khăn vào cơ sở trợ giúp xã hội
343,"Thực hiện, điều chỉnh, tạm dừng, thôi hưởng trợ cấp sinh hoạt hàng tháng đối với nghệ nhân nhân dân, nghệ nhân ưu tú có thu nhập thấp, hoàn cảnh khó khăn"
344,"Hỗ trợ chi phí mai táng đối với nghệ nhân nhân dân, nghệ nhân ưu tú có thu nhập thấp, hoàn cảnh khó khăn"
345,Tiếp nhận đối tượng cần bảo vệ khẩn cấp vào cơ sở trợ giúp xã hội
346,"Thực hiện, điều chỉnh, thôi hưởng trợ cấp hưu trí xã hội"
347,Hỗ trợ chi phí mai táng đối với đối tượng hưởng trợ cấp hưu trí xã hội
348,"Chuyển trẻ em đang được chăm sóc thay thế tại cơ sở trợ giúp xã hội đến cá nhân, gia đình nhận chăm sóc thay thế"
349,Chấm dứt việc chăm sóc thay thế cho trẻ em
350,Áp dụng các biện pháp can thiệp khẩn cấp hoặc tạm thời cách ly trẻ em khỏi môi trường hoặc người gây tổn hại cho trẻ em
351,"Phê duyệt kế hoạch hỗ trợ, can thiệp đối với trẻ em bị xâm hại hoặc có nguy cơ bị bạo lực, bóc lột, bỏ rơi và trẻ em có hoàn cảnh đặc biệt"
352,"Đăng ký nhận chăm sóc thay thế cho trẻ em đối với cá nhân, người đại diện gia đình nhận chăm sóc thay thế không phải là người thân thích của trẻ em"
353,"Thông báo nhận chăm sóc thay thế cho trẻ em đối với cá nhân, người đại diện gia đình nhận chăm sóc thay thế là người thân thích của trẻ em"
354,"Hỗ trợ học văn hóa, học nghề, trợ cấp khó khăn ban đầu cho nạn nhân"
355,Thủ tục tiếp công dân cấp xã
356,Thủ tục giải quyết khiếu nại lần đầu cấp xã
357,Thủ tục giải quyết tố cáo tại cấp xã
358,Thủ tục xử lý đơn tại cấp xã
359,"Thủ tục kê khai tài sản, thu nhập"
360,Thủ tục tiếp nhận yêu cầu giải trình
361,Thủ tục thực hiện việc giải trình
362,"Đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi"
363,"Đăng ký khai tử, xóa đăng ký thường trú, giải quyết mai táng phí, tử tuất"
